location,text,hashtags
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"COVID19India | 15 new cases confirmed in Kerala. 2 each cases in Malappuram,Calicut and Ernakulam, 4 in Kannur and 5 in Kasaragod.The tally  is now 67 of which 3 have recovered.  #COVID19 #BreakTheChain #Covidindia #StayHomeStaySafe",[]
"Bay St Louis, MS","THE HOMELESS &amp; COVID19: Some shelters in Pensacola might be closing their doors due to coronavirus concerns. People are calling us for help. Tonight on CH3, we share their stories and find out their options. @weartv #COVID19 #pandemic https://t.co/cQ4Lz73Haa",[]
,"#BREAKING: Saudi Arabia imposes curfew order from 7 p.m. until 6 a.m. every day for 21 days from the evening of Monday, March 23, 2020 to limit the spread of the #COVID19

https://t.co/MzzqKMme2i https://t.co/Nja9KCpVN0","[{'text': 'BREAKING', 'indices': [14, 23]}]"
,"Something to keep in mind while watching #coronavirus coverage. 

#mainstreammedia #coronaphobia #dontpanic #ResistMartialLaw #keepgoing #EndTheFed #liveandletlive #perspective #COVID19 #lockdown https://t.co/BD0TAy1erv","[{'text': 'coronavirus', 'indices': [57, 69]}, {'text': 'mainstreammedia', 'indices': [82, 98]}, {'text': 'coronaphobia', 'indices': [99, 112]}, {'text': 'dontpanic', 'indices': [113, 123]}]"
Israel,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
,"Donald was just informed Romney is in quarantine. His reply with a smirk: “Gee, that’s too bad.” My aunt is in the hospital fighting for her life. The sarcasm is sickening. What a joke. Also, where is Fauci? #COVID19",[]
Bay Area,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"Willamette Valley, OR","States hardest hit by #covid19 say they're just days away from running out of medical supplies, putting health care workers at risk amid the pandemic. 

Trump complains: ""These states—you give them many masks, and then they say they need more.""

https://t.co/WdFtF2qDzY","[{'text': 'covid19', 'indices': [41, 49]}]"
"Hancock, NH USA","Is your Texas driver license about to expire? 

You don't need to renew it, for now... 

#coronavirus #COVID19 #txlege  https://t.co/fQcdIYxrjD","[{'text': 'coronavirus', 'indices': [108, 120]}, {'text': 'COVID19', 'indices': [121, 129]}, {'text': 'txlege', 'indices': [130, 137]}]"
Michigan,"#reallife #covid19 #SocialDistancingDaywhoknows #workfromhometheysaid #cleaningsaywhat #igiveup #prettysureashowerwouldnthurt #maybeswearingwillhelp #whatdayisit #noschool #nodance #novolleyball #sendhelp @ Durand,… https://t.co/mlt3hxMAJG","[{'text': 'reallife', 'indices': [0, 9]}, {'text': 'covid19', 'indices': [10, 18]}, {'text': 'SocialDistancingDaywhoknows', 'indices': [19, 47]}, {'text': 'workfromhometheysaid', 'indices': [48, 69]}, {'text': 'cleaningsaywhat', 'indices': [70, 86]}, {'text': 'igiveup', 'indices': [87, 95]}, {'text': 'prettysureashowerwouldnthurt', 'indices': [96, 125]}, {'text': 'maybeswearingwillhelp', 'indices': [126, 148]}, {'text': 'whatdayisit', 'indices': [149, 161]}, {'text': 'noschool', 'indices': [162, 171]}, {'text': 'nodance', 'indices': [172, 180]}, {'text': 'novolleyball', 'indices': [181, 194]}, {'text': 'sendhelp', 'indices': [195, 204]}]"
3:01,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
Hong Kong,"Nonsense. You call it 'highly pathogenic' now, but last month your officials blocked a WHO report from calling #COVID19 a 'dangerous pathogen': https://t.co/r0yc6TXjDV. #CovidCoverup #ChinaTransparencyNow https://t.co/febiYlOrio","[{'text': 'COVID19', 'indices': [130, 138]}]"
"Houston, TX","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
"Orlando, FL","This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
"Lagos, Nigeria","""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]"
Inside a magic turtle,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
Jamaica,"Koehler:  ""One thing about a pandemic:  It’s inclusive.
We cannot survive it, move beyond it, by protecting merely some people.  We have to protect everyone.""

Please Wash Your Hands  &amp;  Practice Social Distancing.

We are all in this together.   #COVID19

https://t.co/plqZgZaKda",[]
She/her,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Stratford, Ontario","Another great #StratfordBusinessHelps Story: #StratfordON Holistic Therapist https://t.co/cTjwTUb5iD offering 100% free online meditation series for #COVid19 stress. Please share, especially w/ Front Line Workers! #Helpers🧘#InThisTogether #Destress https://t.co/NX6ITfSTNX","[{'text': 'StratfordBusinessHelps', 'indices': [35, 58]}, {'text': 'StratfordON', 'indices': [66, 78]}]"
"Troy, N.Y.","IBM, along with the White House Office of Science and Technology Policy and the U.S. Department of Energy, is helping to launch the #COVID19 High Performance Computing Consortium.

Learn more: https://t.co/KI0eiFwruJ https://t.co/GNPEJOdUAa",[]
,"I’m so proud of Sabrina &amp; Wilson for taking these measures back home. A lot of the people work away on turnarounds &amp; the rest in Seal Cove are 60+ so it could be very dangerous. 
Well done, Seal Cove Grocery! You did NL proud. 👏🏻💖 #hometownpride #covid19nfld #covid19 https://t.co/lJQ63hMFaJ","[{'text': 'hometownpride', 'indices': [239, 253]}, {'text': 'covid19nfld', 'indices': [254, 266]}, {'text': 'covid19', 'indices': [267, 275]}]"
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Tema, Ghana","We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Indiana,QUARANTINE RECIPE OF THE DAY: Cauliflower Parm 🍴#quarantine #coronavirus https://t.co/zDO3soeAx9,"[{'text': 'quarantine', 'indices': [48, 59]}, {'text': 'coronavirus', 'indices': [60, 72]}]"
Hyderabad,#coronaupdate:The corona positives in TN clearly shows that people with travel history &amp; travelers from abroad are victims of #Covid19. My request to everyone who traveled abroad during the past one month must self quarantine &amp; report to Dr if any symptoms persists. @MoHFW_INDIA,"[{'text': 'coronaupdate', 'indices': [21, 34]}]"
NE Ohio,I'm with @gregggonsalves. Editors have an essential role to play in this #COVID19 outbreak. Please be responsible gatekeepers of information by vetting op-ed sources. Do they have experience as epidemiologists or MDs in outbreaks? What do people w/experience think of the idea? https://t.co/aXvMTsYu4B,"[{'text': 'COVID19', 'indices': [88, 96]}]"
,"Stop asking for the government to lock you down. Stop asking for draconian laws.
Do your part. You and your actions are the best defence against this virus. How we act determines the spread, not government action.
Read &amp; RT $cdnpoli #coronavirus #COVID19 
https://t.co/MnJYzUyVZO",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Let's pray for a better week.

#science_is_my_religion #staysafe #coronavirus https://t.co/AObJJUy3G6","[{'text': 'science_is_my_religion', 'indices': [31, 54]}, {'text': 'staysafe', 'indices': [55, 64]}, {'text': 'coronavirus', 'indices': [65, 77]}]"
,"Donald Trump “Why should we be testing in a test tube for a year and a half when we have thousands of people who are sick?”

WHERE IS DR. FAUCI?!!!!!

THIS MAN IS FUCKING DANGEROUS!!!

#TrumpVirus #PressBriefing #DumpTrump #Covid19 #Coronavirus #DrFauci",[]
"Denpasar, Bali","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Canada,"🚨BREAKING: Harvey #Weinstein has been placed into isolation in a New York prison after testing positive for #coronavirus.

#COVID19 #CoronavirusPandemic 
https://t.co/JILnNLJ5fp","[{'text': 'Weinstein', 'indices': [37, 47]}, {'text': 'coronavirus', 'indices': [127, 139]}]"
"Kingston, Ontario, Canada","Some Ontario travel agents appear to be confused about the law, and @TICOntario is not making it any easier. 

#travel #Canada #COVID19 @ConsumerSOS @ealini 

Check this out:
https://t.co/FqJSUHzstq https://t.co/khSLZ81lHj","[{'text': 'travel', 'indices': [132, 139]}]"
,Expedite Mars Mission 2021 #COVIDー19 #CoronavirusPandemic #coronavirus #CoronaVirusUpdate #COVIDー19 #COVID19 #COVID19outbreak #coro,"[{'text': 'COVIDー19', 'indices': [27, 36]}, {'text': 'CoronavirusPandemic', 'indices': [37, 57]}, {'text': 'coronavirus', 'indices': [58, 70]}, {'text': 'CoronaVirusUpdate', 'indices': [71, 89]}, {'text': 'COVIDー19', 'indices': [90, 99]}, {'text': 'COVID19', 'indices': [100, 108]}, {'text': 'COVID19outbreak', 'indices': [109, 125]}, {'text': 'coro', 'indices': [126, 131]}]"
"New Jersey, USA","Please do your part in the #wareffort against #covid19. #stayhome #becreative  #invent 
https://t.co/ohOSx61YDx","[{'text': 'wareffort', 'indices': [27, 37]}, {'text': 'covid19', 'indices': [46, 54]}, {'text': 'stayhome', 'indices': [56, 65]}, {'text': 'becreative', 'indices': [66, 77]}, {'text': 'invent', 'indices': [79, 86]}]"
"Territories of the chalá·at (Hoh), kʷoʔlí·yot’ (Quileute), qʷidiččaʔa·tx̌ (Makah), nəxʷsƛ̕áy̕əm̕  (Klallam), & t͡ʃə́mqəm (Chimacum) peoples","Alert: All park campgrounds are temporarily closed as of March 22. No new registrations will be accepted. Updates will be posted to the park website and social media channels. 

Read the full news release at:
https://t.co/DINlylZhMD

#COVID19 #coronavirus",[]
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
♱Psalm 46:5,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Iran
","60,000 FFP2 masks made available by Safran to the French health autorities. Support to medical teams in their fight against #Covid19 https://t.co/F4Nq8V5uJX",[]
"Silver Spring, MD","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
🏳️‍🌈,"Made a character for a new youtube vid based off my dad 😷

#coronavirus #family #quarantine

https://t.co/JdNhuXdIJS https://t.co/IjA0OYGvCU","[{'text': 'coronavirus', 'indices': [59, 71]}, {'text': 'family', 'indices': [72, 79]}, {'text': 'quarantine', 'indices': [80, 91]}]"
