location,text,hashtags
"East Kilbride, Scotland","🛑UK COVID-19 UPDATE🛑

We can only go out for:
⚠️Shopping for essential items
⚠️1 form of exercise / day
⚠️Medical need
⚠️Essential travel to and from work 

🚷Police will have the power to enforce the lockdown and disperse gatherings

#StayAtHomeSaveLives",[]
,@WorldPopProject research finds huge impact of interventions on spread of Covid-19 https://t.co/jpGsYreOpB,[]
,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
"Utah, USA","After assessing the situation of #covid_19, we have decided to lockdown not just 9 districts but the whole state of Karnataka starting tomorrow till March 31st. I request all citizens to co operate and please stay indoors.
#CoronaInKarnataka #fightagainstcorona","[{'text': 'covid_19', 'indices': [45, 54]}]"
"Toronto, ON, Canada","CAMH researcher @MonicaMalta7 &amp; colleagues published a piece in @TheLancet exploring key cultural, policy and epidemiological factors that might have contributed to the #COVID19 global pandemic: https://t.co/aFlHoi3RpG",[]
"Charlotte, NC","From @ncdhhs - 
@NC_Governor: Therefore, today I will sign an executive order that closes public K-12 schools across North Carolina for in-person instruction until May 15.
@FOX46News @UCPS_MonroeNC #SocialDistancing #coronavirus https://t.co/GNMKgNpgGt",[]
"New Jersey, USA",@ProfaneFeminist How’s this for a change? @NyleDiMarco is an exceptional human &amp; took the empathetic &amp; rationale approach by not accepting a #COVID19 test. https://t.co/CaVwXdTXsQ https://t.co/j8mlKpCedF,"[{'text': 'COVID19', 'indices': [149, 157]}]"
,"@SchottFound created the Loving Communities Response Fund to support community-led grassroots organizations who serve youth and families directly impacted by the COVID-19 pandemic.  Please join us in giving today!

https://t.co/00tWNNRKnR https://t.co/DBNCbOUbqh",[]
"Orlando, FL",Norwegian Cruise Line accused of downplaying COVID-19 concerns to customers https://t.co/S2fKmYSUba,[]
"Houston, TX","Everyone: *panic over Covid-19*

Bash: https://t.co/wDD7P8c32w",[]
United States,"I would like to challenge all the wealthy politicians (that’s almost all of them) to donate 2 months salary (@realDonaldTrump always does this)to help small business function for the 15 day moratorium. Yes @SpeakerPelosi I’m talking to YOU!
Retweet if you agree! #COVID19",[]
"Ann Arbor, Michigan",Donation locations are being made available at @UMich to donate gear for health care workers. https://t.co/RpomVqEOLf,[]
,"How dare you. My special needs son became a Hays Co statistic today when he was tested for #Covid19 because Trump and his #ComplicitGOP failed to warn us in JANUARY. My son is only 19 and so lethargic he can barely move and I’m scared to death.

You. Knew. In. January. https://t.co/TtOudtt2sp","[{'text': 'Covid19', 'indices': [109, 117]}]"
"Louisiana, USA",Tom Cotton Unleashes a Brutal Thread Showing Exactly What #Democrats Are Doing #reliefbill #coronavirus  https://t.co/4EkkrE1ea8,"[{'text': 'Democrats', 'indices': [58, 68]}, {'text': 'reliefbill', 'indices': [79, 90]}, {'text': 'coronavirus', 'indices': [91, 103]}]"
Fiji,"This is heart breaking 💔!This should have been totally prevented. And this is precisely the point @DrTedros, @WHO DG was making when he said young people have to stop thinking they are invincible. 

#RIPZororoMakamba 
#COVID19 

https://t.co/SXPt1Kuf6i https://t.co/GkxiIyr2zU https://t.co/8FOxsZ3Hqx",[]
Scotland,Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
"Middelburg, South Africa","President Ramaphosa addresses the Nation on measures to combat Coronavirus in South Africa, #COVID19, #CoronaVirusSA https://t.co/h3up0Wneoh","[{'text': 'COVID19', 'indices': [110, 118]}, {'text': 'CoronaVirusSA', 'indices': [120, 134]}]"
"Spotsylvania Courthouse, VA",JUST IN: @AndyBeshearKY reports 4th #COVID19-related death in the Commonwealth — an 82-year-old woman from Lexington who had underlying health conditions. @WKRN https://t.co/PUWPzf5tAa,"[{'text': 'COVID19', 'indices': [57, 65]}]"
"Tempe, AZ","Check out this headline.

The man released from Rikers Island, who does NOT have COVID-19, was the VICTIM of the robbery. 

But @nypost would have you believe he was sprung from jail with coronavirus &amp; is out here robbing people with a gun.

Reprehensible. https://t.co/f98huqP3Dc",[]
"Battle Creek, MI",Addressing #COVID19 is a group effort. We are grateful for the discussion with @ElonMusk and @Tesla as we work across industries to solve problems and get patients and hospitals the tools they need to continue saving lives. We're all in this together. https://t.co/MdZ3u8k2nR,"[{'text': 'COVID19', 'indices': [26, 34]}]"
"California, USA",When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,[]
East London - Essex Border,Wishing all of the Officers out there over the coming weeks a safe shift - thank you! Here's hoping the moronic element do as they are told - #StayStrong #staysafe #staywell @MetCC @metpoliceuk @MPSHavering @MPSBarkDag @MPSRedbridge,"[{'text': 'StayStrong', 'indices': [142, 153]}, {'text': 'staysafe', 'indices': [154, 163]}, {'text': 'staywell', 'indices': [164, 173]}]"
Chester,Our stalls selling fresh food will be open tomorrow as usual.  Other stalls will be closed. For your safety we have installed floor markings to ensure that all customers stay two metres apart. #StaySafe #BeKind #HelpYourCountry https://t.co/BO4M3VUxoL,[]
"Fort Walton Beach, FL",#Florida to #quarantine New Yorkers arriving by air for 14 days.  Violations will be a criminal offense all per Florida Governors press brief this afternoon. #NewYork #coronavirus,"[{'text': 'Florida', 'indices': [0, 8]}, {'text': 'quarantine', 'indices': [12, 23]}, {'text': 'NewYork', 'indices': [158, 166]}, {'text': 'coronavirus', 'indices': [167, 179]}]"
North Lanarkshire,"It is important to follow advice to stay at home unless it is essential to go out. By doing this we can all help to reduce the spread of #coronavirus, protect our NHS and save lives.

Watch FM @NicolaSturgeon’s statement on social distancing ⬇️

#StayAtHomeSaveLives https://t.co/vrQbEwbBBG",[]
American University Park,Another source for this: https://t.co/NdGDihcZ37 #Coronavirus https://t.co/KdifX9yx9J,"[{'text': 'Coronavirus', 'indices': [49, 61]}]"
United States,"I was saddened to learn that 2 individuals who were diagnosed with COVID-19 have died, bringing Nevada’s total to 4. My thoughts are with their family and friends. Each death caused by this virus is terrible, and we must continue to do all we can to mitigate and fight COVID-19.",[]
No fixed address,"Please the government is not persecuting the church, your gains, your love life, etc.

This is for the common good. Italy has already shown us how bad this can get.

Let's not encourage fear, but let's also not treat COVID-19 like it's the common cold.",[]
,"@Mizerygutz @EuphegeniaSmith lol, i forgot that. but i mean she literally gave her entire audiance gifts everytime - and we are talking about trips and such but Michael is the groomer for visiting hospitals? huh ha, yeah, sure... stupid world - Covid-19 isn't here by a coincedence",[]
"Nebraska, USA",Small and mid-size employers can now retain and access funds they would otherwise pay to the IRS in payroll taxes to provide employee leave related to the COVID-19 outbreak. Get more info on this and other #IRS related info at https://t.co/EEKOQHaG72! #WeChooseLincoln,[]
"Florida, USA","🚨BREAKING: A man DIED &amp; his wife is in ICU after they ingested #chloroquine, one of the anti-malarials that @realDonaldTrump touted.

Chloroquine/#hydroxychloroquine have NOT been proven effective against #coronavirus &amp; can cause FATAL heart arrhythmias.
https://t.co/kagJQpkzNz","[{'text': 'chloroquine', 'indices': [86, 98]}]"
"Nevada, USA","The Democrats’ motto is “Never let a crisis go to waste.” I just never thought they would stoop to let millions of working families, Americans losing jobs, and those sick with COVID-19 be held as collateral for an emergency funding measure.",[]
Heaven👼🏿,"I see my people out there still gathering in groups and some actually partying... I’m from Africa and I know how important socializing is to us but guys Pleeeease stay home for sometime to save yourself, your loved ones and others 🙏🏾 #COVID19",[]
United States,"@ByMikeBaker @sherifink #coronavirus #COVIDー19 
THE FDA DIDN’T APPROVE TESTS OTHER THAN THE CDC’S UNTIL FEB. 29, MORE THAN FIVE WEEKS AFTER DISCUSSIONS WITH OUTSIDE LABS HAD BEGUN.
(Big Gov't bloated bureaucracy!)
https://t.co/NawZE7ARO9 https://t.co/FtV1F0zyd7","[{'text': 'coronavirus', 'indices': [44, 56]}, {'text': 'COVIDー19', 'indices': [57, 66]}]"
New York City,"We're looking to speak with the following people for our ongoing COVID-19 coverage. Additionally, if you have a question, a story to share, or a tip, please reach out to tips@gothamist.com https://t.co/fGiDOY4FzW",[]
India,"#Coronavirus pandemic ""accelerating,"" says WHO chief

Oky this is sh*t is getting serious now . 

Just rumours in #Hanoi  !  #Chinese are preparing Biological weapons and the things gone horribly wrong when a Scientist failed .Nothing to do with #bats .🧐

https://t.co/NchrdYcmkz","[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'Hanoi', 'indices': [114, 120]}, {'text': 'Chinese', 'indices': [125, 133]}, {'text': 'bats', 'indices': [246, 251]}]"
,"In the scripture ""Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me."" Psalms 23:4
If Jesus wasnt already there, there would be no shadow, He is the Light. He never leaves us. #Covid19",[]
"Rotherham, England",Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
"Runcorn, England","Stay in your house.. not hard to understand that is it, stay safe and see you all on the other side #covid-19","[{'text': 'covid', 'indices': [100, 106]}]"
,"My husband lost a friend today to Covid-19. Crossfitter, younger than us.
If you think you are young, you are healthy, you work out etc and you'll be fine... think again.
You just don't know.
Stay the fuck inside.",[]
Des Moines ,"#HotTake: 

If people aren’t getting paid to get by during #COVID19 , 

Politicians (@SpeakerPelosi @SenSchumer etc...) 

Shouldn’t be paid either. 

Maybe that’ll spark some fucking humanity in you all. 
 
#TrumpSlushFund 
#GOPBailoutScam 
#BailOutPeopleNotCorporations","[{'text': 'HotTake', 'indices': [17, 25]}, {'text': 'COVID19', 'indices': [76, 84]}]"
"Abuja, Nigeria","Today I held a sneeze the longest because my colleagues have no chill,they woulda called NCDC on my ass.....#staysafe https://t.co/2JQIZxLUvy","[{'text': 'staysafe', 'indices': [108, 117]}]"
,"Pelosi's #COVID19 bill is 1,119 pages and contains provisions for ""conducting risk-limiting audits of results of elections"" so yeah it's really very focused on the crisis at hand.🤦🏻‍♀️ https://t.co/Q6axBi14lZ","[{'text': 'COVID19', 'indices': [27, 35]}]"
"Utah, USA, Earth","🖋 Support Thomas by signing “Stop the bickering &amp; compromise” and I’ll deliver a copy to your officials too: https://t.co/BwQNGXdm81

📨 Last delivered to @RepStephMurphy, @marcorubio and @SenRickScott #FL07 #sayfie #flapol #COVID19 https://t.co/GD9tDIaaQg",[]
"Greater Toronto Area, Ontario","Ontario schools will not reopen April 6 due to the COVID-19 pandemic, premier says | CTV News https://t.co/HxdgoenDex",[]
"London, UK","Join UAEM and @theC4AA this Friday for our global, advocacy innovation lab to Free the Vaccine for #Covid_19! Sign up for our intro session! #access2meds https://t.co/RxZ37NhEK7","[{'text': 'Covid_19', 'indices': [109, 118]}]"
"Borno, Nigeria",Me begging myself to stay at home and not to go out cause of Covid-19 https://t.co/hX4eEmZQWU,[]
"Springfield, VA","Mortgage Rate Madness: They're Up, They're Down, Where Will They Land? https://t.co/WZrRwrN7UN #WeichertRealtors #CraftandCrew #novarealtor #varealtor #realestate #novarealestate #realtor #realestatetips #realestateadvice #realestatemarket #houseexpert #coronavirus","[{'text': 'WeichertRealtors', 'indices': [95, 112]}, {'text': 'CraftandCrew', 'indices': [113, 126]}, {'text': 'novarealtor', 'indices': [127, 139]}, {'text': 'varealtor', 'indices': [140, 150]}, {'text': 'realestate', 'indices': [151, 162]}, {'text': 'novarealestate', 'indices': [163, 178]}, {'text': 'realtor', 'indices': [179, 187]}, {'text': 'realestatetips', 'indices': [188, 203]}, {'text': 'realestateadvice', 'indices': [204, 221]}, {'text': 'realestatemarket', 'indices': [222, 239]}, {'text': 'houseexpert', 'indices': [240, 252]}, {'text': 'coronavirus', 'indices': [253, 265]}]"
